"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2016","MARKETING YEAR","","STATE","OHIO","39","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.8",""
"SURVEY","2016","MARKETING YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","17.7",""
"SURVEY","2016","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","18.1",""
"SURVEY","2016","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","17.2",""
"SURVEY","2016","MARKETING YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","17.2",""
"SURVEY","2016","MARKETING YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","17.8",""
"SURVEY","2016","MARKETING YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","17.6",""
"SURVEY","2016","MARKETING YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","17.2",""
"SURVEY","2016","MARKETING YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","17.2",""
"SURVEY","2016","MARKETING YEAR","","STATE","UTAH","49","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.2",""
"SURVEY","2016","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","17.3",""
"SURVEY","2016","MARKETING YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","18",""
"SURVEY","2016","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.5",""
"SURVEY","2016","MARKETING YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.1",""
"SURVEY","2016","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.8",""
"SURVEY","2016","MARKETING YEAR","","STATE","WYOMING","56","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.7",""
"SURVEY","2016","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.3",""
"SURVEY","2016","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.1",""
"SURVEY","2016","JAN","","STATE","ARIZONA","04","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.2",""
"SURVEY","2016","JAN","","STATE","CALIFORNIA","06","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.82",""
"SURVEY","2016","JAN","","STATE","COLORADO","08","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.6",""
"SURVEY","2016","JAN","","STATE","FLORIDA","12","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","19.8",""
"SURVEY","2016","JAN","","STATE","IDAHO","16","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.6",""
"SURVEY","2016","JAN","","STATE","ILLINOIS","17","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.3",""
"SURVEY","2016","JAN","","STATE","INDIANA","18","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.3",""
"SURVEY","2016","JAN","","STATE","IOWA","19","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.9",""
"SURVEY","2016","JAN","","STATE","KANSAS","20","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16",""
"SURVEY","2016","JAN","","STATE","MICHIGAN","26","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.3",""
"SURVEY","2016","JAN","","STATE","MINNESOTA","27","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.4",""
"SURVEY","2016","JAN","","STATE","NEW MEXICO","35","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.3",""
"SURVEY","2016","JAN","","STATE","NEW YORK","36","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","17",""
"SURVEY","2016","JAN","","STATE","OHIO","39","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.9",""
"SURVEY","2016","JAN","","STATE","OREGON","41","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","17.5",""
"SURVEY","2016","JAN","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","17.5",""
"SURVEY","2016","JAN","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","17",""
"SURVEY","2016","JAN","","STATE","TEXAS","48","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.8",""
"SURVEY","2016","JAN","","STATE","UTAH","49","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.1",""
"SURVEY","2016","JAN","","STATE","VERMONT","50","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","17.4",""
"SURVEY","2016","JAN","","STATE","VIRGINIA","51","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","18.7",""
"SURVEY","2016","JAN","","STATE","WASHINGTON","53","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.4",""
"SURVEY","2016","JAN","","STATE","WISCONSIN","55","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.1",""
"SURVEY","2016","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.7",""
"SURVEY","2016","FEB","","STATE","ARIZONA","04","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.3",""
"SURVEY","2016","FEB","","STATE","CALIFORNIA","06","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.33",""
"SURVEY","2016","FEB","","STATE","COLORADO","08","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.2",""
"SURVEY","2016","FEB","","STATE","FLORIDA","12","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","18.9",""
"SURVEY","2016","FEB","","STATE","IDAHO","16","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.4",""
"SURVEY","2016","FEB","","STATE","ILLINOIS","17","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16",""
"SURVEY","2016","FEB","","STATE","INDIANA","18","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.8",""
"SURVEY","2016","FEB","","STATE","IOWA","19","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.7",""
"SURVEY","2016","FEB","","STATE","KANSAS","20","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.5",""
"SURVEY","2016","FEB","","STATE","MICHIGAN","26","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.8",""
"SURVEY","2016","FEB","","STATE","MINNESOTA","27","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.1",""
"SURVEY","2016","FEB","","STATE","NEW MEXICO","35","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15",""
"SURVEY","2016","FEB","","STATE","NEW YORK","36","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.7",""
"SURVEY","2016","FEB","","STATE","OHIO","39","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.6",""
"SURVEY","2016","FEB","","STATE","OREGON","41","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","17.2",""
"SURVEY","2016","FEB","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.8",""
"SURVEY","2016","FEB","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.8",""
"SURVEY","2016","FEB","","STATE","TEXAS","48","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.4",""
"SURVEY","2016","FEB","","STATE","UTAH","49","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.6",""
"SURVEY","2016","FEB","","STATE","VERMONT","50","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","17.1",""
"SURVEY","2016","FEB","","STATE","VIRGINIA","51","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","17.7",""
"SURVEY","2016","FEB","","STATE","WASHINGTON","53","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16",""
"SURVEY","2016","FEB","","STATE","WISCONSIN","55","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.1",""
"SURVEY","2016","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.3",""
"SURVEY","2016","MAR","","STATE","ARIZONA","04","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14",""
"SURVEY","2016","MAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","13.93",""
"SURVEY","2016","MAR","","STATE","COLORADO","08","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.7",""
"SURVEY","2016","MAR","","STATE","FLORIDA","12","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","18.3",""
"SURVEY","2016","MAR","","STATE","IDAHO","16","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15",""
"SURVEY","2016","MAR","","STATE","ILLINOIS","17","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.4",""
"SURVEY","2016","MAR","","STATE","INDIANA","18","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.1",""
"SURVEY","2016","MAR","","STATE","IOWA","19","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.5",""
"SURVEY","2016","MAR","","STATE","KANSAS","20","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15",""
"SURVEY","2016","MAR","","STATE","MICHIGAN","26","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.1",""
"SURVEY","2016","MAR","","STATE","MINNESOTA","27","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.8",""
"SURVEY","2016","MAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.6",""
"SURVEY","2016","MAR","","STATE","NEW YORK","36","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.2",""
"SURVEY","2016","MAR","","STATE","OHIO","39","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16",""
"SURVEY","2016","MAR","","STATE","OREGON","41","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.8",""
"SURVEY","2016","MAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.4",""
"SURVEY","2016","MAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.6",""
"SURVEY","2016","MAR","","STATE","TEXAS","48","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16",""
"SURVEY","2016","MAR","","STATE","UTAH","49","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15",""
"SURVEY","2016","MAR","","STATE","VERMONT","50","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.5",""
"SURVEY","2016","MAR","","STATE","VIRGINIA","51","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","17",""
"SURVEY","2016","MAR","","STATE","WASHINGTON","53","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.3",""
"SURVEY","2016","MAR","","STATE","WISCONSIN","55","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.8",""
"SURVEY","2016","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.1",""
"SURVEY","2016","APR","","STATE","ARIZONA","04","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","13.9",""
"SURVEY","2016","APR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","13.63",""
"SURVEY","2016","APR","","STATE","COLORADO","08","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.7",""
"SURVEY","2016","APR","","STATE","FLORIDA","12","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","18.5",""
"SURVEY","2016","APR","","STATE","IDAHO","16","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.7",""
"SURVEY","2016","APR","","STATE","ILLINOIS","17","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.4",""
"SURVEY","2016","APR","","STATE","INDIANA","18","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.1",""
"SURVEY","2016","APR","","STATE","IOWA","19","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.2",""
"SURVEY","2016","APR","","STATE","KANSAS","20","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.9",""
"SURVEY","2016","APR","","STATE","MICHIGAN","26","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14",""
"SURVEY","2016","APR","","STATE","MINNESOTA","27","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.6",""
"SURVEY","2016","APR","","STATE","NEW MEXICO","35","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.4",""
"SURVEY","2016","APR","","STATE","NEW YORK","36","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.1",""
"SURVEY","2016","APR","","STATE","OHIO","39","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16",""
"SURVEY","2016","APR","","STATE","OREGON","41","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.6",""
"SURVEY","2016","APR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.4",""
"SURVEY","2016","APR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.2",""
"SURVEY","2016","APR","","STATE","TEXAS","48","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.8",""
"SURVEY","2016","APR","","STATE","UTAH","49","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.9",""
"SURVEY","2016","APR","","STATE","VERMONT","50","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.4",""
"SURVEY","2016","APR","","STATE","VIRGINIA","51","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.4",""
"SURVEY","2016","APR","","STATE","WASHINGTON","53","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.1",""
"SURVEY","2016","APR","","STATE","WISCONSIN","55","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.6",""
"SURVEY","2016","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.5",""
"SURVEY","2016","MAY","","STATE","ARIZONA","04","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","13.8",""
"SURVEY","2016","MAY","","STATE","CALIFORNIA","06","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","12.91",""
"SURVEY","2016","MAY","","STATE","COLORADO","08","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.2",""
"SURVEY","2016","MAY","","STATE","FLORIDA","12","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","18.3",""
"SURVEY","2016","MAY","","STATE","IDAHO","16","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.2",""
"SURVEY","2016","MAY","","STATE","ILLINOIS","17","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.7",""
"SURVEY","2016","MAY","","STATE","INDIANA","18","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.7",""
"SURVEY","2016","MAY","","STATE","IOWA","19","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.5",""
"SURVEY","2016","MAY","","STATE","KANSAS","20","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.2",""
"SURVEY","2016","MAY","","STATE","MICHIGAN","26","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","13.5",""
"SURVEY","2016","MAY","","STATE","MINNESOTA","27","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.8",""
"SURVEY","2016","MAY","","STATE","NEW MEXICO","35","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14",""
"SURVEY","2016","MAY","","STATE","NEW YORK","36","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.8",""
"SURVEY","2016","MAY","","STATE","OHIO","39","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.6",""
"SURVEY","2016","MAY","","STATE","OREGON","41","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.9",""
"SURVEY","2016","MAY","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.7",""
"SURVEY","2016","MAY","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.2",""
"SURVEY","2016","MAY","","STATE","TEXAS","48","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.3",""
"SURVEY","2016","MAY","","STATE","UTAH","49","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.4",""
"SURVEY","2016","MAY","","STATE","VERMONT","50","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16",""
"SURVEY","2016","MAY","","STATE","VIRGINIA","51","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.4",""
"SURVEY","2016","MAY","","STATE","WASHINGTON","53","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15",""
"SURVEY","2016","MAY","","STATE","WISCONSIN","55","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.8",""
"SURVEY","2016","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.8",""
"SURVEY","2016","JUN","","STATE","ARIZONA","04","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.1",""
"SURVEY","2016","JUN","","STATE","CALIFORNIA","06","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","13.83",""
"SURVEY","2016","JUN","","STATE","COLORADO","08","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","15.2",""
"SURVEY","2016","JUN","","STATE","FLORIDA","12","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","18.2",""
"SURVEY","2016","JUN","","STATE","IDAHO","16","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.6",""
"SURVEY","2016","JUN","","STATE","ILLINOIS","17","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.8",""
"SURVEY","2016","JUN","","STATE","INDIANA","18","","","","","","","00000000","","MILK","MILK - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","14.8",""
